"URI (segment de base https://rdf.archives-nationales.culture.gouv.fr/","Identifiant(s) de l’agent dans le(s) référentiel(s) des Archives nationales","Nom de la classe RiC-O d’appartenance","Forme privilégiée du nom de l’agent","Autres formes du nom de l’agent","Date de début d’existence","Date de fin d’existence","Statut juridique ou catégorie","Présence d’éléments historiques rédigés","Domaines fonctionnels ou fonctions","Identifiant ISNI","Identifiant Wikidata","Notice Wikipédia","URI BnF","Date de création de la notice","Date de dernière mise à jour de la notice"
"agent/052497","052497","rico:CorporateBody","France. Cabinet de Maurice Bourgès-Maunoury, ministre de l’Intérieur (1957-1958)","France. Cabinet de Maurice Bourgès-Maunoury (II), ministre de l’Intérieur (1957-1958)","1957-11-06","1958-05-14","cabinet ministériel","oui","action gouvernementale | intérieur",,,,,"2020-02-14","2021-08-12"
"agent/053122","053122","rico:CorporateBody","France. Cabinet de Maurice Couve de Murville, Premier ministre (1968-1969)",,"1968-07-10","1969-06-20","cabinet ministériel","oui","action gouvernementale (1968-07-10/1969-06-20 )",,"Q3112274","https://fr.wikipedia.org/wiki/Gouvernement_Maurice_Couve_de_Murville",,"2022-01-06","2022-10-24"
"agent/052498","052498","rico:CorporateBody","France. Cabinet de Maurice Faure, ministre de l’Intérieur (1958)",,"1958-05-14","1958-05-17","cabinet ministériel","oui","action gouvernementale | intérieur",,,,,"2020-02-14","2021-09-03"
"agent/009777","009777","rico:CorporateBody","France. Cabinet de Maurice Leroy, ministre de la Ville (2010-2012)",,"2010-11-14","2012-05-10","cabinet ministériel","oui","aménagement du territoire | logement | ville",,,,,"2013-04-23","2020-02-14"
"agent/050685","050685","rico:CorporateBody","France. Cabinet de Michel Barnier, ministre de l'Environnement (1993-1995)",,"1993-03-29","1995-05-18","cabinet ministériel","oui","développement durable | écologie",,,,,"2019-12-26",
"agent/053334","053334","rico:CorporateBody","France. Cabinet de Michel Crépeau, ministre de l’Environnement (1981-1983)",,"1981-05-22","1983-03-22","cabinet ministériel","oui","action gouvernementale | écologie",,,,,"2022-07-29","2022-08-05"
"agent/052794","052794","rico:CorporateBody","France. Cabinet de Michel Debré, Premier ministre (1959-1962)",,"1959-01-08","1962-04-14","cabinet ministériel","oui","action gouvernementale",,,"https://fr.wikipedia.org/wiki/Gouvernement_Michel_Debr%C3%A9",,"2020-10-28","2022-11-15"
"agent/009736","009736","rico:CorporateBody","France. Cabinet de Michèle Alliot-Marie, ministre de l'Intérieur, de l'Outre-Mer et des Collectivités territoriales (2007-2009)","France. Cabinet de Michèle Alliot-Marie, ministre de l'Intérieur (2007-2009)","2007-05-18","2009-06-23","cabinet ministériel","oui","action gouvernementale | intérieur | outre-mer",,,,,"2013-04-23","2021-09-03"
"agent/052137","052137","rico:CorporateBody","France. Cabinet de Michel Giraud, ministre du travail, de l'emploi et de la formation professionnelle (1993-1995)",,"1993-03-30","1995-05-11",,"oui","action gouvernementale | emploi | formation | travail",,,,,"2018-11-12","2018-11-13"
"agent/050087","050087","rico:CorporateBody","France. Cabinet de Michel Jobert, ministre du Commerce extérieur",,"1981-05-22","1983-03-22",,"non",,,,,,"2013-08-06","2020-09-30"
"agent/053008","053008","rico:CorporateBody","France. Cabinet de Michel Poniatowski, ministre d’État, ministre de l’Intérieur (1974-1977)","France. Cabinet de Michel Poniatowski, ministre de l’Intérieur (1974-1977)","1974-05-28","1977-03-29","cabinet ministériel","oui","action gouvernementale | intérieur",,,,,"2021-07-08","2021-09-03"
"agent/053302","053302","rico:CorporateBody","France. Cabinet de Michel Rocard, Premier ministre (1988-1991)",,"1988-05-10","1991-05-15","cabinet ministériel","oui","action gouvernementale",,,,,"2022-07-15","2024-03-25"
"agent/009851","009851","rico:CorporateBody","France. Cabinet de Michel Sapin, ministre du travail, de l'emploi, de la formation professionnelle et du dialogue social (2012-2014)",,"2012-05-24","2014-03-31","cabinet ministériel","oui","action gouvernementale | organisation du travail | relations du travail",,,,,"2013-04-23","2020-07-07"
"agent/051538","051538","rico:CorporateBody","France. Cabinet de Mme Marie-Anne Montchamp, secrétaire d'Etat aux personnes handicapées (2004-2005)",,"2004-03-31","2005-05-31",,"oui","santé",,,,,"2017-06-29","2017-06-29"
"agent/051489","051489","rico:CorporateBody","France. Cabinet de Mme Nicole Ameline, ministre de la parité et de l'égalité professionnelle (2002-2005)","France. Cabinet de Mme Nicole Ameline, ministre déléguée à la parité et à l'égalité professionnelle","2002-06-17","2005-05-31",,"oui","action gouvernementale | droits des femmes",,,,,"2017-04-13","2017-04-13"
"agent/053439","053439","rico:CorporateBody","France. Cabinet de Muriel Pénicaud, ministre du Travail (2017-2020)",,"2017-05-17","2020-07-03","cabinet ministériel","oui","emploi | travail",,,,,"2023-01-18","2023-01-19"
"agent/053530","053530","rico:CorporateBody","France. Cabinet de Myriam El Khomri, ministre du Travail, de l'Emploi, de la Formation professionnelle et du Dialogue social (2015-2017)",,"2015-09-02","2017-05-10","cabinet ministériel","oui","emploi | travail",,,,,"2023-08-31","2023-09-18"
"agent/053118","053118","rico:CorporateBody","France. Cabinet de Myriam El Khomri, secrétaire d'État auprès du ministre de la ville, de la jeunesse et des sports, chargée de la politique de la ville (2014-2015)",,"2014-08-26","2015-09-02","cabinet ministériel","oui","ville",,,,,"2022-01-03","2022-01-03"
"agent/051975","051975","rico:CorporateBody","France. Cabinet de Najat Vallaud-Belkacem, ministre de l’Éducation nationale, de l’Enseignement supérieur et de la Recherche (2014-2017)",,"2014-08-26","2017-05-17","cabinet ministériel","oui","action gouvernementale | enseignement supérieur | recherche | éducation nationale",,,,,"2018-02-13","2024-08-23"
"agent/053098","053098","rico:CorporateBody","France. Cabinet de Najat Vallaud-Belkacem, ministre des Droits des femmes, de la Ville, de la Jeunesse et des Sports (2014)",,"2014-04-02","2014-08-25","cabinet ministériel","oui","activité associative | droits des femmes | jeunesse | lutte contre la précarité et l’exclusion | sport | ville",,,,,"2021-11-25","2021-11-29"
"agent/053617","053617","rico:CorporateBody","France. Cabinet de Nathalie Élimas, secrétaire d’État auprès du ministre de l’Éducation nationale, de la Jeunesse et des Sports, chargée de l’Éducation prioritaire (2020-2022)",,"2020-07-26","2022-03-05","cabinet ministériel","oui","action gouvernementale | éducation nationale",,,,,"2024-03-20","2024-03-28"
"agent/009787","009787","rico:CorporateBody","France. Cabinet de Nathalie Kosciusko-Morizet, ministre de l'Écologie, du Développement durable, des Transports et du Logement (2010-2012)",,"2010-11-14","2012-02-22","cabinet ministériel","oui","action gouvernementale | développement durable | logement | transports | écologie",,,,,"2015-09-30","2021-02-18"
"agent/050692","050692","rico:CorporateBody","France. Cabinet de Nelly Olin, ministre de l'Écologie et du Développement durable (2005-2007)",,"2005-06-02","2007-05-15","cabinet ministériel","oui","action gouvernementale | développement durable | écologie",,,,,"2014-02-13","2020-02-14"
"agent/051461","051461","rico:CorporateBody","France. Cabinet de Nelly Olin, ministre déléguée à la lutte contre la précarité et l'exclusion (mars 2004-mai 2005)","France. Cabinet de Nelly Olin, ministre déléguée à l'intégration, à l'égalité des chances et à la lutte contre l'exclusion","2004-03-31","2005-05-31",,"oui","lutte contre la précarité et l’exclusion",,,,,"2017-02-27","2017-02-27"
"agent/053332","053332","rico:CorporateBody","France. Cabinet de Nicolas Hulot, ministre de la Transition écologique et solidaire (2017-2018)",,"2017-05-17","2018-09-04","cabinet ministériel","oui","action gouvernementale | transports | écologie",,,,,"2022-07-29","2022-08-05"
"agent/053018","053018","rico:CorporateBody","France. Cabinet de Nicolas Sarkozy, ministre de l'Intérieur, de la Sécurité intérieure et des Libertés locales (2002-2004)","France. Cabinet de Nicolas Sarkozy (I), ministre de l'Intérieur (2002-2004)","2002-05-07","2004-03-30","cabinet ministériel","oui","action gouvernementale | intérieur | sécurité",,,,,"2021-07-08","2021-08-16"
"agent/053020","053020","rico:CorporateBody","France. Cabinet de Nicolas Sarkozy, ministre d’État, ministre de l'Intérieur et de l’Aménagement du territoire (2005-2007)","France. Cabinet de Nicolas Sarkozy (II), ministre de l'Intérieur (2005-2007)","2005-06-02","2007-03-26","cabinet ministériel","oui","action gouvernementale | aménagement du territoire | intérieur",,,,,"2021-07-08","2021-08-16"
"agent/053635","053635","rico:CorporateBody","France. Cabinet de Nicole Belloubet, garde des Sceaux, ministre de la Justice (2017-2020)",,"2017-06-21","2020-07-06","cabinet ministériel","oui","justice",,,,,"2024-05-13","2024-05-17"
"agent/009849","009849","rico:CorporateBody","France. Cabinet de Nicole Bricq, ministre de l’Écologie, du Développement durable et de l’Énergie (16 mai-18 juin 2012)",,"2012-05-16","2012-06-18","cabinet ministériel","oui","action gouvernementale | développement durable | écologie | énergie",,,,,"2013-04-23","2020-08-17"
"agent/009889","009889","rico:CorporateBody","France. Cabinet de Nicole Bricq, ministre du Commerce extérieur",,"2012-06-21",,"cabinet ministériel","non",,,,,,"2013-04-23","2020-09-30"
"agent/009613","009613","rico:CorporateBody","France. Cabinet de Nicole Catala, secrétaire d’État chargée de la Formation professionnelle (1986-1988)",,"1986-03-20","1988-05-10","cabinet ministériel","oui","action gouvernementale | enseignement professionnel | formation",,,,,"2013-04-23","2024-08-21"
"agent/053554","053554","rico:CorporateBody","France. Cabinet de Pap Ndiaye, ministre de l’Éducation nationale et de la Jeunesse (2022-2023)",,"2022-05-20","2023-07-20","cabinet ministériel","oui","action gouvernementale | jeunesse | éducation nationale",,,,,"2023-11-08","2024-01-26"
"agent/001525","001525","rico:CorporateBody","France. Cabinet de Patrick Devedjian, ministre délégué aux Collectivités locales (2002-2004)",,"2002-05-07","2004-03-30","cabinet ministériel","oui","action gouvernementale | décentralisation",,,,,"2013-04-23","2022-01-10"
"agent/051836","051836","rico:CorporateBody","France. Cabinet de Patrick Kanner, ministre de la Ville, de la Jeunesse et des Sports (2014-2017)",,"2014-08-26","2017-05-10",,"oui","action gouvernementale | jeunesse | sport | ville",,,,,"2017-11-28","2017-12-19"
"agent/052933","052933","rico:CorporateBody","France. Cabinet de Paul Dijoud, secrétaire d’État chargé des départements et territoires d’outre-mer (1978-1981)",,"1978-04-05","1981-05-13","cabinet ministériel","oui","action gouvernementale | outre-mer",,,,,"2021-04-15","2021-06-17"
"agent/053015","053015","rico:CorporateBody","France. Cabinet de Paul Quilès, ministre de l’Intérieur et de la Sécurité publique (1992-1993)","France. Cabinet de Paul Quilès, ministre de l’Intérieur (1992-1993)","1992-04-02","1993-03-29","cabinet ministériel","oui","action gouvernementale | intérieur | sécurité",,,,,"2021-07-08","2021-08-16"
"agent/051835","051835","rico:CorporateBody","France. Cabinet de Philippe Bas, ministre délégué à la sécurité sociale, aux personnes âgées, aux personnes handicapées et à la famille (2 juin 2005-26 mars 2007) puis ministre de la santé et des solidarités (26 mars 2007-15 mai 2007)",,"2005-06-02","2007-05-15",,"oui","action gouvernementale | affaires sociales | santé",,,,,"2017-11-28","2017-12-21"
"agent/053014","053014","rico:CorporateBody","France. Cabinet de Philippe Marchand, ministre de l’Intérieur (1991-1992)",,"1991-01-29","1992-04-02","cabinet ministériel","oui","action gouvernementale | intérieur",,,,,"2021-08-16",
"agent/052548","052548","rico:CorporateBody","France. Cabinet de Philippe Martin, ministre de l’Écologie, du Développement durable et de l'énergie (2013-2014)",,"2013-07-02","2014-04-02","cabinet ministériel","oui","action gouvernementale | développement durable | écologie | énergie",,,,,"2020-06-16","2020-08-21"
"agent/009740","009740","rico:CorporateBody","France. Cabinet de Philippe Richert, ministre chargé des Collectivités locales (2010-2012)",,"2010-11-14","2012-05-10","cabinet ministériel","oui","action gouvernementale | décentralisation",,,,,"2013-04-23","2022-01-10"
"agent/053562","053562","rico:CorporateBody","France. Cabinet de Pierre Aigrain, secrétaire d’État à la Recherche (1978-1981)",,"1978-04-06","1981-05-13","cabinet ministériel","oui","action gouvernementale | recherche",,,,,"2023-11-14","2024-08-21"
"agent/053372","053372","rico:CorporateBody","France. Cabinet de Pierre Bérégovoy, Premier ministre (1992-1993)",,"1992-04-02","1993-03-29","cabinet ministériel","oui","action gouvernementale",,"Q385172",,,"2022-08-30","2024-03-21"
"agent/003308","003308","rico:CorporateBody","France. Cabinet de Pierre Billecocq, secrétaire d’État auprès du ministre de l’Éducation nationale (1969-1972)",,"1969-06-22","1972-07-05","cabinet ministériel","oui","action gouvernementale | éducation nationale",,,,,"2013-04-23","2024-08-20"
"agent/053003","053003","rico:CorporateBody","France. Cabinet de Pierre Chatenet, ministre de l’Intérieur (1959-1961)",,"1959-05-28","1961-05-06","cabinet ministériel","oui","action gouvernementale | intérieur",,,,,"2021-07-08","2021-08-12"
"agent/053013","053013","rico:CorporateBody","France. Cabinet de Pierre Joxe, ministre de l’Intérieur (1988-1991)","France. Cabinet de Pierre Joxe (II), ministre de l’Intérieur (1988-1991)","1988-05-12","1991-01-29","cabinet ministériel","oui","action gouvernementale | intérieur",,,,,"2021-07-08","2021-08-12"
"agent/053011","053011","rico:CorporateBody","France. Cabinet de Pierre Joxe, ministre de l’Intérieur et de la Décentralisation (1984-1986)","France. Cabinet de Pierre Joxe (I), ministre de l’Intérieur (1984-1986) | France. Cabinet de Pierre Joxe, ministre de l'Intérieur (1984-1986)","1984-07-19","1986-03-20","cabinet ministériel","oui","action gouvernementale | décentralisation | intérieur",,,,,"2021-07-08","2021-08-12"
"agent/053397","053397","rico:CorporateBody","France. Cabinet de Pierre Mauroy, Premier ministre (1981-1984)",,"1981-05-21","1984-07-17","cabinet ministériel","oui","action gouvernementale (1981-05-21/1984-07-17 )",,"Q349179","https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Mauroy_(1) | https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Mauroy_(2) | https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Mauroy_(3)",,"2022-10-20","2022-11-15"
"agent/053381","053381","rico:CorporateBody","France. Cabinet de Pierre Messmer, Premier ministre (1972-1974)",,"1972-07-05","1974-05-27","cabinet ministériel","oui","action gouvernementale (1972-07-05/1974-05-27 )",,"Q3112389","https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Messmer_(1) | https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Messmer_(2) | https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Messmer_(3)",,"2022-09-07","2022-10-24"
"agent/053542","053542","rico:CorporateBody","France. Cabinet de Pierre Sudreau, ministre de l'Éducation nationale (1962)",,"1962-04-15","1962-10-15","cabinet ministériel","oui","action gouvernementale | éducation nationale",,,,,"2023-10-23","2024-08-20"
"agent/053390","053390","rico:CorporateBody","France. Cabinet de Raymond Barre, Premier ministre (1976-1981)",,"1976-08-25","1981-05-21","cabinet ministériel","oui","action gouvernementale",,"Q3112401","https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Barre_(1) | https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Barre_(2) | https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Barre_(3)",,"2022-10-06","2022-11-15"
