"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant du lieu dans la version du référentiel interne au SIA (RI_025)","Dénomination préférée (skos:prefLabel)","Historique (rico:history)"
"place/FRAN_RI_025-d3nz9qxou1--o0706f4fodyu","d3nz9qxou1--o0706f4fodyu","CY/15 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9qxzts-g1mu982vvsjk","d3nz9qxzts-g1mu982vvsjk","CY/19 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9qyb1b--1sxkkxi64tkrw","d3nz9qyb1b--1sxkkxi64tkrw","CY/20 (voie)","Actuellement rue Max-Ernst."
"place/FRAN_RI_025-d3nz9qym13-es99aeklkpfb","d3nz9qym13-es99aeklkpfb","Cygne (rue du)","Voie actuelle. Autre(s) nom(s) : rue au Cingne."
"place/FRAN_RI_025-d3nz9qyx0v-1pkcdarbk44oz","d3nz9qyx0v-1pkcdarbk44oz","Cygnes (allée des)","Voie actuelle."
"place/FRAN_RI_025-d3nz9qz8vo--16kr2xxwvkvf8","d3nz9qz8vo--16kr2xxwvkvf8","Cygnes (pont des)","Voie supprimée."
"place/FRAN_RI_025-d3nz9qzk37-15h8omarsprrk","d3nz9qzk37-15h8omarsprrk","Cygnes (port des)","Actuellement port de La-Bourdonnais."
"place/FRAN_RI_025-d3nz9qzvih-1tagbpuob1ent","d3nz9qzvih-1tagbpuob1ent","Cygnes (rue des)","Actuellement partie de la rue Jean-Nicot."
"place/FRAN_RI_025-d3nz9r07st--4iy5sebncb73","d3nz9r07st--4iy5sebncb73","Cyrano-de-Bergerac (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9r0isk--101uosaiqrws5","d3nz9r0isk--101uosaiqrws5","CZ/12 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9r0ufm-dj0uym9ln75r","d3nz9r0ufm-dj0uym9ln75r","CZ/13 (voie)","Actuellement place André-Masson."
"place/FRAN_RI_025-d3nz9r15fe-1ob3yyz0k6mff","d3nz9r15fe-1ob3yyz0k6mff","CZ/19 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9r1guo--1wdv6imyfyrn0","d3nz9r1guo--1wdv6imyfyrn0","CZ/20 (voie)","Actuellement rue Albert-Marquet."
"place/FRAN_RI_025-d3nz9r331x--tn6234s5ynu9","d3nz9r331x--tn6234s5ynu9","D/1 (voie)","Actuellement place Marguerite-de-Navarre."
"place/FRAN_RI_025-d3nz9r3fc8-1st23zul499hx","d3nz9r3fc8-1st23zul499hx","D/11 (voie)","Voie supprimée."
"place/FRAN_RI_025-d3nz9r3qc0--1n8e1yitmkbm","d3nz9r3qc0--1n8e1yitmkbm","D/12 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9r4140-19iv4evnxsjt7","d3nz9r4140-19iv4evnxsjt7","D/13 (voie)","Actuellement cour du Liégat."
"place/FRAN_RI_025-d3nz9r4bw1-1jmit8ac4pcuf","d3nz9r4bw1-1jmit8ac4pcuf","D/14 (voie)","Voie supprimée."
"place/FRAN_RI_025-d3nz9r4n3k--yj2q2yyl6c9v","d3nz9r4n3k--yj2q2yyl6c9v","D/15 (voie)","Actuellement villa Jean-Baptiste-Luquet."
"place/FRAN_RI_025-d3nz9r4yb3--1nfsfbccg3wtv","d3nz9r4yb3--1nfsfbccg3wtv","D/16 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9r59au--c9owui5oosp3","d3nz9r59au--c9owui5oosp3","D/17 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9r5kam-1ie6o9wor63l","d3nz9r5kam-1ie6o9wor63l","D/18 (voie)","Actuellement rue du Lieutenant-Colonel-Dax."
"place/FRAN_RI_025-d3nz9r5vad-1bxdfqnt68zbg","d3nz9r5vad-1bxdfqnt68zbg","D/19 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9r66a5-wy6417s9azi3","d3nz9r66a5-wy6417s9azi3","D/20 (voie)","Actuellement cité de l'Ermitage."
"place/FRAN_RI_025-d3nz9r6hho--1v5e2k57it8sv","d3nz9r6hho--1v5e2k57it8sv","D/5 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9r6sp7--hgg301orwx4q","d3nz9r6sp7--hgg301orwx4q","D/6 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9r73oz--he6yiyvq4t14","d3nz9r73oz--he6yiyvq4t14","D/7 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9r8h21--xbehyp6x5k5k","d3nz9r8h21--xbehyp6x5k5k","D/8 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9r8tk4-1lfxznoh16702","d3nz9r8tk4-1lfxznoh16702","D/9 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9r94rn-wf5um6bsvgox","d3nz9r94rn-wf5um6bsvgox","DA/12 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9r9frf--1olxqz2u861le","d3nz9r9frf--1olxqz2u861le","DA/13 (voie)","Actuellement allée Alexandre-Vialatte."
"place/FRAN_RI_025-d3nz9r9qyy--1b4p5m23jukrv","d3nz9r9qyy--1b4p5m23jukrv","DA/19 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9ra2e8--4i7r24dl513h","d3nz9ra2e8--4i7r24dl513h","DA/20 (voie)","Actuellement rue Paul-Jean-Toulet."
"place/FRAN_RI_025-d3nz9rade0--vzl0eoc0zuva","d3nz9rade0--vzl0eoc0zuva","Dagorno (passage)","Voie actuelle."
"place/FRAN_RI_025-d3nz9raods-i07hb4jdwwsw","d3nz9raods-i07hb4jdwwsw","Dagorno (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9razdj-1sddncj88umd6","d3nz9razdj-1sddncj88umd6","Dagouri (ruelle)","Actuellement partie de la rue Alibert."
"place/FRAN_RI_025-d3nz9rbadb--1gbgbrlmn2p7i","d3nz9rbadb--1gbgbrlmn2p7i","Daguerre (passage)","Actuellement villa Saint-Jacques."
"place/FRAN_RI_025-d3nz9rbld2-1rmj6ek8a5eab","d3nz9rbld2-1rmj6ek8a5eab","Daguerre (rue)","Voie actuelle. Autre(s) nom(s) : rue de la Pépinière."
"place/FRAN_RI_025-d3nz9rbwkl--13oqdw8vyc6f5","d3nz9rbwkl--13oqdw8vyc6f5","Daguerre (villa)","Voie supprimée."
"place/FRAN_RI_025-d3nz9rc7kd-jxpz6q0pfo0k","d3nz9rc7kd-jxpz6q0pfo0k","Dahlias (allée des)","Voie supprimée."
"place/FRAN_RI_025-d3nz9rcik5-sh9z6fg1puc4","d3nz9rcik5-sh9z6fg1puc4","Dahomey (rue du)","Voie actuelle. Autre(s) nom(s) : cul-de-sac du Petit-Jardinet, impasse Saint-Bernard, cul-de-sac Sainte-Marguerite, passage Saint-Bernard."
"place/FRAN_RI_025-d3nz9rdwcq-ip2yr4c8scfs","d3nz9rdwcq-ip2yr4c8scfs","Dalayrac (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9re87j--67mqh91m5849","d3nz9re87j--67mqh91m5849","Dalida (place)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rej7b-14kgdj3pce75f","d3nz9rej7b-14kgdj3pce75f","Dalloz (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9reueu--1nj3t29afq15k","d3nz9reueu--1nj3t29afq15k","Dalou (rue)","Voie actuelle. Autre(s) nom(s) : cité Talma."
"place/FRAN_RI_025-d3nz9rf5md--gkf32xacx07s","d3nz9rf5md--gkf32xacx07s","Dame-Agnès (rue)","Voie supprimée."
"place/FRAN_RI_025-d3nz9rfgtw--1vqvj83u4uqif","d3nz9rfgtw--1vqvj83u4uqif","Dame-Agnès-l'Asnière (rue)","Actuellement partie de la rue Sainte-Croix-de-la-Bretonnerie."
"place/FRAN_RI_025-d3nz9rfrtn--kks0rbmejocq","d3nz9rfrtn--kks0rbmejocq","Dame-Agnès-la-Sarrazine (rue)","Voie supprimée."
"place/FRAN_RI_025-d3nz9rg2tf-jh1tobkx0i5o","d3nz9rg2tf-jh1tobkx0i5o","Dame-Agnès-la-Vachère (rue)","Actuellement partie de la rue Sainte-Croix-de-la-Bretonnerie."
"place/FRAN_RI_025-d3nz9rge8p-1x5zt8d4msrup","d3nz9rge8p-1x5zt8d4msrup","Dame-Blanche (avenue de la)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rgp8h-15ds1q1uhtg3r","d3nz9rgp8h-15ds1q1uhtg3r","Dame-Blanche (route de la)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rh089-1ireh164y4rla","d3nz9rh089-1ireh164y4rla","Dame-Gloriette (rue)","Actuellement rue Baillet."
"place/FRAN_RI_025-d3nz9rhbnj--zp1kfuhgvfi5","d3nz9rhbnj--zp1kfuhgvfi5","Dames (allée des)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rhn2t-ajlw174vc3vx","d3nz9rhn2t-ajlw174vc3vx","Dames (chemin des)","Actuellement rue Etex et partie de la rue Joseph-de-Maistre."
"place/FRAN_RI_025-d3nz9rhy2l--124o78rziee2f","d3nz9rhy2l--124o78rziee2f","Dames (route des)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rjbv6--vslyfmleoquo","d3nz9rjbv6--vslyfmleoquo","Dames (rue des)","Cette dénomination correspond à 3 voies : voie actuelle. Actuelles rue de Montenotte, rue du Général-Lanrezac, rue Poncelet, et partie de la rue Cardinet. Actuelle partie de la rue Joseph-de-Maistre."
"place/FRAN_RI_025-d3nz9rjo5i-suouqekf2df4","d3nz9rjo5i-suouqekf2df4","Dames-de-la-Visitation (rue des)","Actuellement partie de la rue de Saint-Simon."
"place/FRAN_RI_025-d3nz9rjz5a--1sim2aaur6o3p","d3nz9rjz5a--1sim2aaur6o3p","Dames-Hospitalières (rue des)","Actuellement rue des Hospitalières-Saint-Gervais."
"place/FRAN_RI_025-d3nz9rl875-aa4ryvrz5vyp","d3nz9rl875-aa4ryvrz5vyp","Damesme (impasse)","Voie actuelle. Autre(s) nom(s) : impasse du Bel-Air."
"place/FRAN_RI_025-d3nz9rljeo-1l27vz8ixpb8d","d3nz9rljeo-1l27vz8ixpb8d","Damesme (rue)","Voie actuelle. Autre(s) nom(s) : rue du Bel-Air, vieille route de Lyon."
"place/FRAN_RI_025-d3nz9rka51--e30333axy5vx","d3nz9rka51--e30333axy5vx","Dames-Saint-Chaumond (passage des)","Voie supprimée."
"place/FRAN_RI_025-d3nz9rklck-bxz15h08tqcb","d3nz9rklck-bxz15h08tqcb","Dames-Saint-Chaumont (rue des)","Actuellement rue de Tracy."
"place/FRAN_RI_025-d3nz9rkx7d--331dky8aod4l","d3nz9rkx7d--331dky8aod4l","Dames-Saint-Gervais (passage des)","Actuellement rue des Hospitalières-Saint-Gervais."
"place/FRAN_RI_025-d3nz9rlum7--144hf2dp220o4","d3nz9rlum7--144hf2dp220o4","Damiette (pont)","Voie supprimée."
"place/FRAN_RI_025-d3nz9rm5lz--1vy1zuhupchmm","d3nz9rm5lz--1vy1zuhupchmm","Damiette (rue de)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rmgti--1igtehh4110t3","d3nz9rmgti--1igtehh4110t3","Damont (villa)","Voie supprimée."
"place/FRAN_RI_025-d3nz9rmrt9--417fa7l6ogm7","d3nz9rmrt9--417fa7l6ogm7","Damoye (cour)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rn2t1--1kumy9dfevtqo","d3nz9rn2t1--1kumy9dfevtqo","Dampierre (rue)","Voie actuelle. Autre(s) nom(s) : rue de Dunkerque."
"place/FRAN_RI_025-d3nz9rnenu--ahgs7yqjy46e","d3nz9rnenu--ahgs7yqjy46e","Damrémont (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rosgf--p1gv6h6ozn61","d3nz9rosgf--p1gv6h6ozn61","Damrémont (villa)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rp4b8--13yv3uxzzdjbt","d3nz9rp4b8--13yv3uxzzdjbt","Dancourt (cité)","Voie supprimée."
"place/FRAN_RI_025-d3nz9rpfb0--x98lcbqe4ciw","d3nz9rpfb0--x98lcbqe4ciw","Dancourt (place)","Actuellement place Charles-Dullin."
"place/FRAN_RI_025-d3nz9rpqij-dk7bxrx1m5z8","d3nz9rpqij-dk7bxrx1m5z8","Dancourt (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rq1q2-1hm16df4d6chm","d3nz9rq1q2-1hm16df4d6chm","Dancourt (villa)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rqcpt-131qsmx5ju2dm","d3nz9rqcpt-131qsmx5ju2dm","Dangeau (rue)","Voie actuelle. Autre(s) nom(s) : sente et rue de la Petite-Fontaine."
"place/FRAN_RI_025-d3nz9rqnxc-13o5v61gcg1mw","d3nz9rqnxc-13o5v61gcg1mw","Danger (impasse)","Actuellement impasse d'Angers."
"place/FRAN_RI_025-d3nz9rrlc6--mhy9v7x5cier","d3nz9rrlc6--mhy9v7x5cier","Danielle-Casanova (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rqz4v--1bkkslh2l2r2x","d3nz9rqz4v--1bkkslh2l2r2x","Daniel-Lesueur (avenue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rra4n--sxyccmrwc8d","d3nz9rra4n--sxyccmrwc8d","Daniel-Stern (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rrw46-kwjxlkqcwb1p","d3nz9rrw46-kwjxlkqcwb1p","Dante (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rs7bp-ydsiylh17rv8","d3nz9rs7bp-ydsiylh17rv8","Danton (rue)","Cette dénomination correspond à 2 voies : voie actuelle. Voir rue Chatran."
"place/FRAN_RI_025-d3nz9rsi3q--1cnjcbit9x1lq","d3nz9rsi3q--1cnjcbit9x1lq","Dantzig (passage de)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rst3h-1uivmoyg80qk1","d3nz9rst3h-1uivmoyg80qk1","Dantzig (rue de)","Voie actuelle."
"place/FRAN_RI_025-d3nz9ru7bl-1s4ltyg0k0fjs","d3nz9ru7bl-1s4ltyg0k0fjs","Danube (hameau du)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rujto-besh16mjt7rc","d3nz9rujto-besh16mjt7rc","Danube (place du)","Actuellement place de Rhin-et-Danube."
"place/FRAN_RI_025-d3nz9ruv17-e0md4b3qokng","d3nz9ruv17-e0md4b3qokng","Danube (villa du)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rv6o9-1liqqn07gxjfx","d3nz9rv6o9-1liqqn07gxjfx","Danville (rue)","Voie actuelle. Autre(s) nom(s) : rue Saint-Pierre."
"place/FRAN_RI_025-d3nz9rvho1--tpzx4kahpb90","d3nz9rvho1--tpzx4kahpb90","Dany (impasse)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rvt3b--1impmcxocmvt1","d3nz9rvt3b--1impmcxocmvt1","Darboy (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rw4au--ekvrx8hzynbj","d3nz9rw4au--ekvrx8hzynbj","Darcet (rue)","Voie actuelle. Autre(s) nom(s) : rue d'Arcet, rue du Boulevard."
"place/FRAN_RI_025-d3nz9rwfid--13n6k7rbn6i0","d3nz9rwfid--13n6k7rbn6i0","Darcy (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rwqad-1k0ez6s3j4isl","d3nz9rwqad-1k0ez6s3j4isl","Dardan (rue)","Voie supprimée."
"place/FRAN_RI_025-d3nz9rx1hw-lgl4u0d9yv1x","d3nz9rx1hw-lgl4u0d9yv1x","Dardanelles (rue des)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rxcho-1vry7uhtjgixs","d3nz9rxcho-1vry7uhtjgixs","Dareau (passage)","Voie actuelle. Autre(s) nom(s) : passage des Jardins."
"place/FRAN_RI_025-d3nz9rxnp7--1johu43hgn4mn","d3nz9rxnp7--1johu43hgn4mn","Dareau (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rxz4h-zyhmh5ibg5la","d3nz9rxz4h-zyhmh5ibg5la","Darius-Milhaud (allée)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rya49--1intxu124lcvx","d3nz9rya49--1intxu124lcvx","Darmesteter (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9rznhc--12fm4rn8iz66v","d3nz9rznhc--12fm4rn8iz66v","Darnestat (rue)","Actuellement partie de la rue Greneta."
"place/FRAN_RI_025-d3nz9rzzjw-4j2l7qqkxwq1","d3nz9rzzjw-4j2l7qqkxwq1","Darnetal (rue)","Actuellement partie de la rue Greneta."
"place/FRAN_RI_025-d3nz9s0ajo-1fb5p83hjhbzo","d3nz9s0ajo-1fb5p83hjhbzo","Daru (rue)","Voie actuelle. Autre(s) nom(s) : rue de la Croix, rue de Milan, rue de la Croix-du-Roule."
"place/FRAN_RI_025-d3nz9s0ljf-1qbcwiu3uvoxf","d3nz9s0ljf-1qbcwiu3uvoxf","Darwin (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9s0wqy-14mckzwugbgrx","d3nz9s0wqy-14mckzwugbgrx","Daubenton (rue)","Voie actuelle. Autre(s) nom(s) : rue d'Orléans-Saint-Marcel, rue des Bouliers ou au Bouloir, rue de Richebourg, rue Neuve-d'Orléans, rue-d'Orléans."
"place/FRAN_RI_025-d3nz9s17yh--5kw47q6jdvbi","d3nz9s17yh--5kw47q6jdvbi","Daubigny (avenue)","Actuellement partie de la rue Daubigny."
"place/FRAN_RI_025-d3nz9s1j60-15n0ha18thahr","d3nz9s1j60-15n0ha18thahr","Daubigny (rue)","Voie actuelle. Autre(s) nom(s) : avenue Daubigny, impasse Jouffroy."
"place/FRAN_RI_025-d3nz9s1u5s-1g7e73d6qjwvw","d3nz9s1u5s-1g7e73d6qjwvw","Daudin (passage)","Actuellement rue Jean-Daudin."
"place/FRAN_RI_025-d3nz9s25db--z1cgo7b82xt0","d3nz9s25db--z1cgo7b82xt0","Daudin (rue)","Actuellement rue Jean-Daudin."
"place/FRAN_RI_025-d3nz9s2gku-1kh3n0qqpqewu","d3nz9s2gku-1kh3n0qqpqewu","Daumesnil (avenue)","Voie actuelle. Autre(s) nom(s) : boulevard de Vincennes."
"place/FRAN_RI_025-d3nz9s2sfn--xzceg9vp9s6l","d3nz9s2sfn--xzceg9vp9s6l","Daumesnil (place)","Actuellement place Félix-Eboué."
"place/FRAN_RI_025-d3nz9s33fe-coo9qy3vwhbz","d3nz9s33fe-coo9qy3vwhbz","Daumesnil (villa)","Cette dénomination correspond à 2 voies : voie actuelle également dénommée villa Napoléon et voie supprimée."
"place/FRAN_RI_025-d3nz9s3ef6-10jozvj71w9uv","d3nz9s3ef6-10jozvj71w9uv","Daumier (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9s3pmp--17u86onnmqab","d3nz9s3pmp--17u86onnmqab","Daunay (impasse)","Voie actuelle. Autre(s) nom(s) : impasse d'Aunay."
"place/FRAN_RI_025-d3nz9s53fa--2x0sbanwyrpo","d3nz9s53fa--2x0sbanwyrpo","Daunay (passage)","Voie actuelle."
"place/FRAN_RI_025-d3nz9s5fhv-13lug6mnriioi","d3nz9s5fhv-13lug6mnriioi","Daunou (rue)","Voie actuelle. Autre(s) nom(s) : rue Boffrand, partie de la rue Neuve-Saint-Augustin."
"place/FRAN_RI_025-d3nz9s5rco--crrlb4i2d3we","d3nz9s5rco--crrlb4i2d3we","Dauphin (quai du)","Actuellement quai de Béthune."
"place/FRAN_RI_025-d3nz9s62ry--6czkybj7ch1q","d3nz9s62ry--6czkybj7ch1q","Dauphin (rue du)","Actuellement partie de la rue Saint-Roch."
"place/FRAN_RI_025-d3nz9s6drq-14rauhleymlen","d3nz9s6drq-14rauhleymlen","Dauphine (avenue)","Actuellement avenue Bugeaud."
"place/FRAN_RI_025-d3nz9s6pua--mcan7aakd02b","d3nz9s6pua--mcan7aakd02b","Dauphine (passage)","Voie actuelle."
"place/FRAN_RI_025-d3nz9s70u2--10v87o3bxm8wy","d3nz9s70u2--10v87o3bxm8wy","Dauphine (petite rue)","Actuellement partie de la rue Dauphine."
"place/FRAN_RI_025-d3nz9s7c1l-36lmrluf1zkk","d3nz9s7c1l-36lmrluf1zkk","Dauphine (place)","Voie actuelle. Autre(s) nom(s) : place de Thionville."
"place/FRAN_RI_025-d3nz9s7n94-gnu84ml3dge3","d3nz9s7n94-gnu84ml3dge3","Dauphine (porte)","2 voies supprimées."
"place/FRAN_RI_025-d3nz9s7y8w-1unmpuhfjea1d","d3nz9s7y8w-1unmpuhfjea1d","Dauphine (route)","Voie actuelle."
"place/FRAN_RI_025-d3nz9s8k8f--1iy5px88cmw67","d3nz9s8k8f--1iy5px88cmw67","Dauphine (rue)","Cette dénomination correspond à 2 voies : voie actuelle également dénommée rue de Thionville. Actuelle rue de Seine."
"place/FRAN_RI_025-d3nz9s898n-12f573h6tm5cl","d3nz9s898n-12f573h6tm5cl","Dauphiné (rue du)","Actuellement rue Emile-Gilbert."
"place/FRAN_RI_025-d3nz9s8v86--14tvayzwtze52","d3nz9s8v86--14tvayzwtze52","Dautancourt (rue)","Voie actuelle. Autre(s) nom(s) : rue Moncey."
"place/FRAN_RI_025-d3nz9s96fp-8v2ol3lwwxj3","d3nz9s96fp-8v2ol3lwwxj3","Daval (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sd7ia-1k7zhk5bmaa24","d3nz9sd7ia-1k7zhk5bmaa24","Daveron (rue)","Actuellement rue Bailleul."
"place/FRAN_RI_025-d3nz9sdjsm-oqw1l8c5es4m","d3nz9sdjsm-oqw1l8c5es4m","David (rue)","Actuellement rue Louis-David."
"place/FRAN_RI_025-d3nz9sduse--1tt65xoqhlkat","d3nz9sduse--1tt65xoqhlkat","David-d'Angers (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9se5zx--g486dn6rtals","d3nz9se5zx--g486dn6rtals","David-Weill (avenue)","Voie actuelle. Autre(s) nom(s) : avenue de la Porte-d'Arcueil."
"place/FRAN_RI_025-d3nz9segzo--2eefn0o56dwo","d3nz9segzo--2eefn0o56dwo","Daviel (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9serzg--ttic7f2u85kx","d3nz9serzg--ttic7f2u85kx","Daviel (villa)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sf2z7-gy4i1pcyy99n","d3nz9sf2z7-gy4i1pcyy99n","Davioud (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sfe6q--ssufxcni6du8","d3nz9sfe6q--ssufxcni6du8","Davout (boulevard)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sfpe9-hysebtrc42zg","d3nz9sfpe9-hysebtrc42zg","Davy (passage)","Actuellement rue du Capitaine-Madon."
"place/FRAN_RI_025-d3nz9sg0e1-h9gzn9xzpxq3","d3nz9sg0e1-h9gzn9xzpxq3","Davy (rue)","Voie actuelle. Autre(s) nom(s) : rue Sainte-Elisabeth."
"place/FRAN_RI_025-d3nz9sgblk--7n8pl3fv7mty","d3nz9sgblk--7n8pl3fv7mty","DB/12 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sgmlc-134uef9b3bsfq","d3nz9sgmlc-134uef9b3bsfq","DB/13 (voie)","Actuellement Rue André-Pieyre-de-Mandiargues."
"place/FRAN_RI_025-d3nz9sgxsv--1c3w9c97u70a3","d3nz9sgxsv--1c3w9c97u70a3","DB/19 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sh90e--ymnnz8h5vjgk","d3nz9sh90e--ymnnz8h5vjgk","DB/20 (voie)","Actuellement rue Duris."
"place/FRAN_RI_025-d3nz9sin0q--1ru1xyzmgggam","d3nz9sin0q--1ru1xyzmgggam","DC/12 (place)","Voie actuelle."
"place/FRAN_RI_025-d3nz9siz3b-191gz6ygngt8c","d3nz9siz3b-191gz6ygngt8c","DC/13 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sjaqc--1dmdurgedxd3w","d3nz9sjaqc--1dmdurgedxd3w","DC/19 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sjnvq--1wc9amlfyvxen","d3nz9sjnvq--1wc9amlfyvxen","DC/20 (voie)","Actuellement passage des Deux-Portes."
"place/FRAN_RI_025-d3nz9sjyvh--vi4twce2l1bn","d3nz9sjyvh--vi4twce2l1bn","DD/12 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9skaas--et6utvixw83m","d3nz9skaas--et6utvixw83m","DD/13 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sklq2-s5hv5ig60ut9","d3nz9sklq2-s5hv5ig60ut9","DD/19 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9skwxl-38s5x71c7c8d","d3nz9skwxl-38s5x71c7c8d","DD/20 (voie)","Actuellement square de la Salamandre."
"place/FRAN_RI_025-d3nz9sl7xd-1e0v9xjsaqri0","d3nz9sl7xd-1e0v9xjsaqri0","DE/12 (voie)","Actuellement rue Roland-Barthes."
"place/FRAN_RI_025-d3nz9slj4w-1mkf9xb6o4zso","d3nz9slj4w-1mkf9xb6o4zso","DE/13 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9slu4n--mcz28htr4buc","d3nz9slu4n--mcz28htr4buc","DE/19 (voie)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sm5c6--1kwswl7kz5xlw","d3nz9sm5c6--1kwswl7kz5xlw","DE/20 (voie)","Actuellement rue Francis-Picabia."
"place/FRAN_RI_025-d3nz9smgjp--77ux1619dnwv","d3nz9smgjp--77ux1619dnwv","Déare (impasse)","Voie supprimée."
"place/FRAN_RI_025-d3nz9smt9k-1xcrbjysj4hkt","d3nz9smt9k-1xcrbjysj4hkt","Débarcadère (rue du)","Cette dénomination correspond à 3 voies : voie actuelle également dénommée rue du Comte-de-Paris. Actuelle rue de la Clôture. Voie supprimée."
"place/FRAN_RI_025-d3nz9so725-1e2vf3315f3ib","d3nz9so725-1e2vf3315f3ib","Debelleyme (rue)","Cette dénomination correspond à 2 voies : voie actuelle également dénommée rue Neuve-Saint-François, rue Saint-François, rue de l'Echaudé-au-Marais, rue de Limoges, rue de Périgueux ou du Périgord. Actuelles rue Leroux et rue Laurent-Pichat."
"place/FRAN_RI_025-d3nz9soiwy-1rk40g3rtqkbu","d3nz9soiwy-1rk40g3rtqkbu","Debergue (cité)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sou4h-evtx64ng02di","d3nz9sou4h-evtx64ng02di","Debidour (avenue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sp5za-1esibwl4x3dpq","d3nz9sp5za-1esibwl4x3dpq","Debille (cour)","Voie actuelle."
"place/FRAN_RI_025-d3nz9spgz2-ner8lxmp8p9y","d3nz9spgz2-ner8lxmp8p9y","Debille (passage)","Voie supprimée également dénommée passage Saint-Charles."
"place/FRAN_RI_025-d3nz9spryu-1atyh941gwr99","d3nz9spryu-1atyh941gwr99","Debilly (passerelle)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sq2yl--17qk011cbglla","d3nz9sq2yl--17qk011cbglla","Debilly (port)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sqe64--6wfjau9g9rhf","d3nz9sqe64--6wfjau9g9rhf","Debilly (quai)","Actuellement avenue de New-York."
"place/FRAN_RI_025-d3nz9sqple--124hk4z4ukv3c","d3nz9sqple--124hk4z4ukv3c","Debrousse (rue)","Voie actuelle."
"place/FRAN_RI_025-d3nz9sr0sx-bkgff2ev7elp","d3nz9sr0sx-bkgff2ev7elp","Debucourt (rue)","Voie supprimée."
"place/FRAN_RI_025-d3nz9srbsp-tn24q3e9gkbw","d3nz9srbsp-tn24q3e9gkbw","Decaen (rue)","Actuellement rue Claude-Decaen."
